chapter_id,episode_id,element_id,interaction_label_zh,title_en,parameter,unlock_condition,content_hints
35101,3510121,3510119,对话,Return,61,EpisodeFinish=3510121,dialog
36101,3610102,3610101,交互,School Days,,EpisodeFinish=3610102,fragment
36101,3610103,3610102,交互,Toybox User Manual,,EpisodeFinish=3610103,fragment
36101,3610103,3610103,交互,Aftermath,,EpisodeFinish=3610103,fragment
36101,3610106,3610104,交互,An Unfinished Book,,EpisodeFinish=3610106,fragment
36101,3610106,3610105,交互,Researcher Onboarding Guide,,EpisodeFinish=3610106,fragment
36101,3610108,3610106,交互,Pending Report,,EpisodeFinish=3610108,fragment
36101,3610111,3610107,交互,Late Warning,,EpisodeFinish=3610111,fragment
36101,3610112,3610108,交互,The Sound of Prejudice,,EpisodeFinish=3610112,fragment
36101,3610114,3610109,交互,Dress Code,,EpisodeFinish=3610114,fragment
38101,3810101,3810101,交互,Speech Duel,,EpisodeFinish=3810101,fragment
38101,3810106,3810104,交互,Read Something Fresh,,EpisodeFinish=3810106,fragment
38101,3810108,3810105,交互,What Was Lost and Retrieved,,EpisodeFinish=3810108,fragment
38101,3810111,3810107,交互,Childhood Fragment,,EpisodeFinish=3810111,fragment
38101,3810115,3810108,交互,Long Journey,,EpisodeFinish=3810115,fragment
38101,3810116,3810109,交互,New Life,,EpisodeFinish=3810116,fragment
38101,3810116,3810110,交互,The Wake,,EpisodeFinish=3810116,fragment
38101,3810119,3810111,交互,Our Voices,,EpisodeFinish=3810119,fragment
38101,3810120,3810112,交互,Something New,,EpisodeFinish=3810120,fragment
38101,3810120,3810113,交互,Before the Rain,,EpisodeFinish=3810120,fragment
38101,3810122,3810114,交互,Official Document,,EpisodeFinish=3810122,fragment
38101,3810122,3810115,交互,Growth of Order,,EpisodeFinish=3810122,fragment
305101,30510101,30510101,交互,The Actors Are in Place,6,EpisodeFinish=30510101,fragment+dialog
305101,30510102,30510102,交互,A Reliable Friend,6,EpisodeFinish=30510102,fragment+dialog
305101,30510102,30510103,交互,A Rare Apple,6,EpisodeFinish=30510102,fragment+dialog
305101,30510108,30510105,交互,A Colorful Story,6,EpisodeFinish=30510108,fragment+dialog
305101,30510111,30510107,交互,The Stalker,6,EpisodeFinish=30510111,fragment+dialog
305101,30510111,30510108,交互,Corner of the Secret Chamber,6,EpisodeFinish=30510111,fragment+dialog
305101,30510112,30510109,交互,Picnic Blanket,6,EpisodeFinish=30510112,fragment+dialog
385101,38510101,38510101,交互,X's Experiment Record,,EpisodeFinish=38510101,fragment
385101,38510101,38510102,交互,News Broadcast,,EpisodeFinish=38510102,fragment
385101,38510101,38510103,交互,International Polymer Summit,,EpisodeFinish=38510103,fragment
385101,38510101,38510104,交互,Objection,,EpisodeFinish=38510103,fragment
385101,38510101,38510105,交互,Lebedev's Notes,,EpisodeFinish=38510104,fragment
385101,38510101,38510106,交互,The Twins' Update Logs,,EpisodeFinish=38510114,fragment
385101,38510101,38510107,交互,An Unfinished Letter,,EpisodeFinish=38510115,fragment
385101,38510101,38510108,交互,Classified File,,EpisodeFinish=38510115,fragment
